id,title,subtitle,authors,language,genre,published_date,page_count
1077,Close to You,,Mary Jane Clark,en,Mystery | Fiction | Thriller | Mystery Thriller | Suspense | Mystery | Crime | Romance | Romantic Suspense | Womens Fiction | Chick Lit | Romance,2002,366.0
1078,Let Me Call You Sweetheart,,Mary Higgins Clark,en,Mystery | Fiction | Suspense | Thriller | Thriller | Mystery Thriller | Mystery | Crime | Adult | Romance | Adult Fiction | Mystery | Murder Mystery,1996,320.0
1079,Before I Say Goodbye,,Mary Higgins Clark,en,Mystery | Fiction | Suspense | Thriller | Thriller | Mystery Thriller | Mystery | Crime | Adult | Contemporary | Romance | Adult Fiction,2001,332.0
1080,Unnatural Causes,,Leah Ruth Robinson,en,Mystery,2001,392.0
1081,House of Fire,,C. Cregan,en,,1996,390.0
1082,Twin and Super-twin,,Gillian Cross,en,Childrens,1992,169.0
1083,Singing in the Fire,Christians in Adversity,Faith Cook,en,Biography | Christian,1995,193.0
1084,Beach Music,,Pat Conroy,en,,1996,
1085,Games of State,,Tom Clancy | Steve R. Pieczenik,en,Fiction | Thriller | Adventure | Action | Mystery | Spy Thriller | Espionage | Suspense | War | Military Fiction | Novels | Thriller | Mystery Thriller,1996,500.0
1086,Tom Clancy's Op-Center,,Tom Clancy,en,Fiction | Thriller | Adventure | Action | Mystery | Spy Thriller | Espionage | Suspense | War | Military Fiction | Novels | Thriller | Mystery Thriller,1995,
1087,State of Siege,,Tom Clancy | Jeff Rovin | Steve Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Action | War | Military Fiction | Suspense | Adventure | Mystery | Crime | Politics | Mystery,1999,384.0
1088,Tom Clancy's Net Force,,Tom Clancy | Steve Pieczenik,en,Fiction | Thriller | Science Fiction | Action | Spy Thriller | Espionage | Adventure | Mystery | War | Military Fiction | Suspense | Thriller | Mystery Thriller,1998,505.0
1089,State of War,,Steve Perry | Tom Clancy | Larry Segriff | Steve Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Science Fiction | Novels | War | Military Fiction | Adventure | Action,2003,371.0
1090,Medusa,,Clive Cussler | Paul Kemprecos,en,Adventure | Fiction | Thriller | Action | Mystery | Suspense | Audiobook | Spy Thriller | Espionage | Adult Fiction | Science Fiction,2009,454.0
1091,Pictures in the Dark,,Gillian Cross,en,Fantasy | Young Adult | Thriller | Mystery Thriller | Childrens,1998,197.0
1092,Double Cross,,Barbara Taylor McCafferty | Beverly Taylor Herald,en,Mystery,2000,256.0
1093,Wicked Forest,,Virginia Andrews,en,Fiction | Young Adult | Horror | Romance | Mystery | Thriller | Gothic | Adult Fiction | Womens Fiction | Chick Lit | Drama,2004,464.0
1094,Silencer,,Campbell Armstrong,en,,1998,445.0
1095,Shadow Watch,,Tom Clancy | Martin Greenberg,en,Fiction | Thriller | War | Military Fiction | Mystery | Thriller | Mystery Thriller | Action | Adventure | Novels | Realistic Fiction | War,1999,355.0
1096,Tom Clancy's power plays : shadow watch,,Tom Clancy,en,Fiction | Thriller | War | Military Fiction | Mystery | Thriller | Mystery Thriller | Action | Adventure | Novels | Realistic Fiction | War,1999,353.0
1097,Line of Control,,Jeff Rovin | Steve R. Pieczenik,en,Fiction | Thriller | War | Military Fiction | Action | Adventure | Spy Thriller | Espionage | War | Cultural | Pakistan | Mystery | Politics | Government,2001,372.0
1098,Tom Clancy's Op-Center,Line of Control,Jeff Rovin,en,Fiction | Thriller | War | Military Fiction | Action | Adventure | Spy Thriller | Espionage | War | Cultural | Pakistan | Mystery | Politics | Government,2001,372.0
1099,Call to Treason,,Jeff Rovin | Tom Clancy | Steve R. Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Adventure | War | Military Fiction | Action | Suspense | Politics | Presidents | Mystery | Crime | Speculative Fiction,2004,416.0
1100,Tom Clancy's Op-center,,Tom Clancy | Steve R. Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Action | Adventure | War | Military Fiction | Mystery | Suspense | Thriller | Spy Thriller | Novels,1995,387.0
1101,Tom Clancy's Op-center,,Tom Clancy | Steve R. Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Action | Adventure | War | Military Fiction | Mystery | Suspense | Thriller | Spy Thriller | Novels,1995,387.0
1102,Tom Clancy's Op-Center,Balance of power,Tom Clancy | Steve Pieczenik,en,Thriller | Fiction | Action | Adventure | War | Military Fiction | Suspense | Mystery | Spy Thriller | Espionage | Novels | War,1998,450.0
1103,The Teeth of the Tiger,,Tom Clancy,en,Fiction | Thriller | Action | Spy Thriller | Espionage | War | Military Fiction | Adventure | Mystery | Suspense | Thriller | Mystery Thriller | Thriller | Spy Thriller,2004,480.0
1104,Tom Clancy's Net Force: State of War,,Tom Clancy | Steve Pieczenik | Steve Perry,en,Fiction | Thriller | Spy Thriller | Espionage | Science Fiction | Novels | War | Military Fiction | Adventure | Action,2003,384.0
1105,Cutting Edge,,Tom Clancy | Jerome Preisler | Martin Greenberg,en,Thriller | Fiction | Adventure | Spy Thriller | Espionage,2002,421.0
1106,Every Man a Tiger,,Tom Clancy | Chuck Horner,en,History | War | Military Fiction | Nonfiction | Biography | War | Military | Military History | Aviation | Thriller | Action | Adventure,2001,564.0
1107,The Archimedes Effect,,Steve Perry | Tom Clancy,en,Fiction | Thriller | Mystery | War | Military Fiction | Adventure | Action | Spy Thriller | Espionage,2006,325.0
1108,The White Woman on the Green Bicycle,,Monique Roffey,en,Fiction | Historical | Historical Fiction | Literary Fiction | Book Club | Contemporary | Historical | Relationships | Literature | Novels | Politics,2011,439.0
1109,Medusa's Child,,John J. Nance,en,Fiction | Thriller | Aviation | Adventure | Thriller | Mystery Thriller | Science Fiction | Novels,1998,564.0
1110,A Crowning Mercy,,Bernard Cornwell | Susannah Kells,en,Historical | Historical Fiction | Fiction | Historical | Romance | European Literature | British Literature | Literature | 17th Century | Mystery | Adventure | Romance | Historical Romance | Audiobook,2003,565.0
1111,ベトナム,,『地球の歩き方』編集室,ja,,2014,453.0
1112,Tom Clancy's Net Force,Night moves,Tom Clancy | Steve R. Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Mystery | Science Fiction | Action | Adventure | Suspense | Audiobook | War | Military Fiction,2000,367.0
1113,Politika,Power Plays 01,Tom Clancy | Martin H. Greenberg | Jerome Preisler,en,Fiction | Thriller | Action | Adventure | War | Military Fiction | Mystery | Politics | Cultural | Russia | Suspense | Novels,1997,384.0
1114,Balance of Power,,Tom Clancy | Steve R. Pieczenik,en,Thriller | Fiction | Action | Adventure | War | Military Fiction | Suspense | Mystery | Spy Thriller | Espionage | Novels | War,1998,450.0
1115,Places in the Dark,,Thomas H. Cook,en,Mystery | Fiction | Thriller | Mystery Thriller | Suspense | Thriller | Mystery | Crime | Historical | Historical Fiction,2000,292.0
1116,Black Notice,,Patricia Daniels Cornwell,en,Mystery | Fiction | Mystery | Crime | Thriller | Thriller | Mystery Thriller | Suspense | Mystery | Murder Mystery | Mystery | Detective | Audiobook | Adult,2000,441.0
1117,The Bear and the Dragon,,Tom Clancy,en,Fiction | Thriller | Spy Thriller | Espionage | War | Military Fiction | Action | Suspense | Adventure | War | Mystery | Thriller | Spy Thriller,2001,1137.0
1118,The Cardinal of the Kremlin,,Tom Clancy,en,Fiction | Thriller | Spy Thriller | Espionage | War | Military Fiction | Action | Suspense | Adventure | Mystery | Thriller | Spy Thriller | Thriller | Mystery Thriller,1989,626.0
1119,Hidden Agendas,,Tom Clancy | Steve Pieczenik,en,Fiction | Thriller | Action | Adventure | Spy Thriller | Espionage | Suspense | Mystery | Science Fiction | Science | Technology | War | Military Fiction,1999,501.0
1120,Tom Clancy's Op-centre,,Tom Clancy | Steve Pieczenik,en,Fiction | Thriller | Spy Thriller | Espionage | Action | Adventure | War | Military Fiction | Mystery | Suspense | Thriller | Spy Thriller | Novels,1995,387.0
1121,Caught,,Harlan Coben,en,Mystery | Thriller | Fiction | Mystery | Crime | Suspense | Thriller | Mystery Thriller | Audiobook | Adult | Adult Fiction | Novels,2010,383.0
1122,Joe's Miracle,,Helen Conrad | Anne Hampson,en,Romance | Fiction | Business | Amazon | Romance | Contemporary Romance,1993,301.0
1123,Shock,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Science Fiction | Mystery | Crime | Horror | Adult Fiction,2002,404.0
1124,Vector,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Mystery | Crime | Science Fiction | Novels | Adult Fiction,1999,395.0
1125,Mortal Fear,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Horror | Science Fiction | Health | Medicine | Adult,1988,364.0
1126,Vector,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Mystery | Crime | Science Fiction | Novels | Adult Fiction,2000,395.0
1127,Seizure,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Horror | Science Fiction | Mystery | Crime | Novels,2004,448.0
1128,Blindsight,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Mystery | Crime | Horror | Adult | Science Fiction,1992,429.0
1129,Isle of Dogs,,Patricia Cornwell,en,Mystery | Fiction | Mystery | Crime | Thriller | Suspense | Thriller | Mystery Thriller | Mystery | Detective | Humor | Adult Fiction | Mystery | Murder Mystery,2002,432.0
1130,The Solace of Sin,,Catherine Cookson,en,Fiction | Historical | Historical Fiction | Romance | Historical | Womens | Family | Novels,1999,416.0
1131,Crisis,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Suspense | Thriller | Mystery Thriller | Mystery | Crime | Novels | Science Fiction | Audiobook,2007,532.0
1132,Fatal Cure,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Thriller | Mystery Thriller | Suspense | Horror | Mystery | Crime | Novels | Science Fiction,1995,464.0
1133,Invasion,,Robin Cook,en,Fiction | Thriller | Science Fiction | Mystery | Medical | Horror | Suspense | Thriller | Mystery Thriller | Novels | Science Fiction | Aliens,1997,358.0
1134,Terminal,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Thriller | Mystery Thriller | Suspense | Horror | Science Fiction | Mystery | Crime | Adult,1994,370.0
1135,Chromosome 6,,Robin Cook,en,Fiction | Thriller | Mystery | Medical | Science Fiction | Suspense | Thriller | Mystery Thriller | Horror | Mystery | Crime | Novels,1998,480.0
1136,The Bondage of Love,,Catherine Cookson,en,Historical | Historical Fiction | Romance | Fiction | Novels,1998,477.0
1137,Whitethorn,,Bryce Courtenay,en,Fiction | Cultural | Africa | Historical | Historical Fiction | Southern Africa | South Africa | Historical | Adventure | Cultural | Australia | Novels | Audiobook | Young Adult | Coming Of Age,2007,682.0
1138,Looking for Andrew McCarthy,,Jenny Colgan,en,Womens Fiction | Chick Lit | Fiction | Romance | Contemporary | Modern | European Literature | British Literature | Humor | Romance | Contemporary Romance,2002,403.0
1139,Working Wonders,,Jenny Colgan,en,Womens Fiction | Chick Lit | Fiction | Romance | Contemporary | Modern | Fantasy,2003,340.0
1140,Do You Remember the First Time?,,Jenny Colgan,en,Womens Fiction | Chick Lit | Fiction | Romance | Science Fiction | Time Travel | Contemporary | European Literature | British Literature | Magical Realism | Adult | Adult Fiction | Romance | Contemporary Romance,2004,306.0
1141,The Stolen Child,A First Novel,Colin Cheong,en,,1989,346.0
1142,Where Have All the Boys Gone?,,Jenny Colgan,en,Womens Fiction | Chick Lit | Romance | Fiction | Contemporary | Cultural | Scotland | Audiobook | Romance | Contemporary Romance | Adult | Humor | European Literature | British Literature,2005,340.0
1143,The McAtrix Derided,,Adam Charles Roberts,en,Humor | Science Fiction | Fiction | Humor | Comedy,2005,300.0
1144,Working Wonders,,Jenny Colgan,en,Womens Fiction | Chick Lit | Fiction | Romance | Contemporary | Modern | Fantasy,2003,469.0
1145,It's a Long Way from Penny Apples,,Bill Cullen,en,Biography | Nonfiction | Autobiography | Memoir | Cultural | Ireland,2002,400.0
1146,In Fifty Years We'll All Be Chicks,And Other Complaints from an Angry Middle-aged White Guy,Adam Carolla,en,Nonfiction | Humor | Comedy | Humor | Biography | Autobiography | Memoir | Writing | Essays | Politics | Audiobook | Literature | American | Cultural,2011,264.0
1147,Cote D'Ivoire (Ivory Coast) in Pictures,,,en,,1988,64.0
1148,Winter Breaks,,Joseph Connolly,en,Fiction | Modern | Holiday | Christmas | Humor | Comedy,2000,410.0
1149,Hong Kong,A Jake Grafton Novel,Stephen Coonts,en,Fiction | Thriller | War | Military Fiction | Spy Thriller | Espionage | Adventure | Action | Mystery | Audiobook,2001,400.0
1150,Merde Happens,,Stephen Clarke,en,Fiction | Humor | Travel | Cultural | France | Humor | Comedy | Novels | European Literature | British Literature | Contemporary | Modern | Cultural,2008,381.0
1151,Finders Seekers,,Gayle Greeno,en,Fantasy | Fiction | Animals | Cats | Science Fiction | Science Fiction Fantasy | Fantasy | High Fantasy | Animals | Fantasy | Epic Fantasy | Fantasy | Magic | Adult,1993,506.0
1152,Cruel and Unusual,,Patricia Daniels Cornwell,en,Mystery | Mystery | Crime | Fiction | Thriller | Thriller | Mystery Thriller | Suspense | Mystery | Murder Mystery | Mystery | Detective | Adult | Audiobook,1994,437.0
1153,"Living it Up, Living it Down",,Norma Curtis,en,,1995,426.0
1154,A Stranger's Touch,,Tori Carrington,en,,2003,250.0
1155,Mad about the Girls,,Francesca Clementis,en,Womens Fiction | Chick Lit,2000,358.0
1156,Necessary Madness,,Jenn Crowell,en,Fiction | Contemporary | Literature | American | Literature,1998,276.0
1157,Chasers,,Lorenzo Carcaterra,en,Mystery | Crime | Fiction | Mystery | Action | Thriller | Emergency Services | Police,2008,432.0
1158,The Angel of Darkness,,Caleb Carr,en,Historical | Historical Fiction | Mystery | Fiction | Thriller | Mystery | Crime | Historical | Thriller | Mystery Thriller | Mystery | Historical Mystery | Suspense | Horror,1998,808.0
1159,Firebird,,Harriet Castor,en,,1998,516.0
1160,Captains and the Kings,,Taylor Caldwell,en,Historical | Historical Fiction | Fiction | Historical | Classics | Romance | Novels | Romance | Historical Romance | Literature | American | Literature | Drama,1977,442.0
1161,A New Leash on Life,,Emily Carmichael,en,Romance | Romance | Contemporary Romance | Animals | Dogs | Contemporary,2005,419.0
1162,By Nightfall,,Michael Cunningham,en,Fiction | LGBT | Contemporary | Literary Fiction | Art | Novels | Literature | American | LGBT | Gay | Audiobook | LGBT | Queer,2011,228.0
1163,Mum's the Word,,Dorothy Cannell,en,Mystery | Mystery | Cozy Mystery | Fiction | Humor | European Literature | British Literature | Thriller | Mystery Thriller | Womens Fiction | Chick Lit,1991,263.0
1164,Brothers and Sisters,,Bebe Moore Campbell,en,Fiction | Cultural | African American | Novels | Literature | American | African American Literature | Contemporary | Adult Fiction | Literary Fiction | Family | Womens Fiction | Chick Lit,1994,544.0
1165,Rage,,Simon Conway,en,Thriller | Fiction,2006,402.0
1166,The Final Days,,Alex Chance,en,Thriller | Fiction | Mystery,2008,534.0
1167,Mother of Storms,,John Barnes,en,Science Fiction | Fiction | Science Fiction | Apocalyptic | Apocalyptic | Post Apocalyptic | Science Fiction Fantasy | Environment | Thriller | Fantasy | Speculative Fiction | Science Fiction | Climate Change Fiction,1995,560.0
1168,Freedom Square,,Kerry B. Collison,en,Novels,1999,554.0
1169,Jakarta,,Kerry B. Collison,en,Novels,1999,535.0
1170,The Wild Rose of Meath,,Carey Cleaver,en,,2003,438.0
